Index volume 2 version2.5	occupation
Assistant, shipwright's	9139
Assistant, smith's, boiler	9139
Assistant, smith's, copper	9139
Assistant, trade	9139
Assistant, trades	9139
Assistant, tradesman's	9139
Assistant, wireman's	9139
Attendant, craft	9139
Boy, best	9139
Craftsman, assistant	9139
Hand, cable	9139
Handyman, electrician's	9139
Handyman, engineer's	9139
Handyman, fitter's	9139
Help, electrician's	9139
Help, plater's	9139
Helper, bender's, frame	9139
Helper, electrician's	9139
Helper, erector's, steel	9139
Helper, fitter's	9139
Helper, maker's, boiler	9139
Helper, plater's	9139
Helper, shearer's	9139
Helper, smith's, boiler	9139
Helper, straightener's	9139
Helper	9139
Holder-on	9139
Holder-up, boilermaker's	9139
Holder-up, riveter's	9139
Labourer, electrician's	9139
Labourer, erector's	9139
Labourer, fitter's	9139
Labourer, fixer's, steel	9139
Labourer, mechanic's	9139
Labourer, millwright's	9139
Labourer, plater's	9139
Labourer, rigger's	9139
Labourer, shipwright's	9139
Man, cable	9139
Marker, plater's	9139
Mate, bender's	9139
Mate, burner's	9139
Mate, driller's	9139
Mate, electrician's	9139
Mate, engineer's	9139
Mate, erector's	9139
Mate, fitter's, pipe	9139
Mate, fitter's	9139
Mate, jointer's, cable	9139
Mate, jointer's	9139
Mate, linesman's	9139
Mate, maker's, boiler	9139
Mate, mechanic's	9139
Mate, millwright's	9139
Mate, plater's	9139
Mate, rigger's	9139
Mate, riveter's	9139
Mate, shipwright's	9139
Mate, smith's	9139
Mate, smith's	9139
Mate, welder's	9139
Mate, wireman's	9139
Necker	9139
Sailor	9139
Sailorman	9139
Wirer	9139
Worker, general	9139
Assistant, barker's	9139
Assistant, factory	9139
Assistant, general	9139
Assistant, linotype	9139
Assistant, loader's	9139
Assistant, spreader's, colour	9139
Assistant, teaser	9139
Attendant, elevator, char, wet	9139
Attendant, main, hydraulic	9139
Attendant, quencher, coke	9139
Attendant, scale, green	9139
Auxiliary, craft	9139
Beltman	9139
Bobber	9139
Brusher	9139
Brusher-off	9139
Cellarman	9139
Charman, wet	9139
Charman	9139
Dauber	9139
Devil, printer's	9139
Devil	9139
Doorman	9139
Drainer	9139
Emptier, wheel	9139
Erector, wicket	9139
Feeder, belt	9139
Feeder	9139
Filler, salt	9139
Filler, tray	9139
Foreman	9139
Grainer	9139
Hammerman	9139
Hand, bench	9139
Hand, granary	9139
Hand, house, waste	9139
Hand, mill, nitrate	9139
Helper	9139
Hookman	9139
Horseman	9139
Hugger-off	9139
Jackman	9139
Labourer, brewery	9139
Labourer, millhouse	9139
Labourer, production	9139
Labourer, textile	9139
Labourer	9139
Layer, glass, plate	9139
Layer, tray	9139
Luter	9139
Man, ash and muck	9139
Man, bench	9139
Man, clinker	9139
Man, coke	9139
Man, heap, copperas	9139
Man, pitch	9139
Man, powder, bleaching	9139
Man, quencher	9139
Man, salt	9139
Man, stopper	9139
Man, waste, wool	9139
Man, waste	9139
Navvy, pond, slurry	9139
Netter	9139
Oddman, bank	9139
Oddman	9139
Officer, salvage	9139
Operative, cotton	9139
Operative, general	9139
Operative, mill	9139
Operative, textile	9139
Operator, plant, refractory	9139
Packman	9139
Panner-out	9139
Pitcher, flour	9139
Plasterer	9139
Poker-in	9139
Puller-up	9139
Raker-out	9139
Resiner	9139
Rodsman	9139
Scurfer, retort	9139
Servant, civil, nos	9139
Shaker, bag	9139
Shutter, door	9139
Splitter, bale	9139
Spreader, colour	9139
Stripper, frame	9139
Stripper	9139
Stripper	9139
Stripper-assembler	9139
Sweeper, cotton	9139
Thrower	9139
Thrower	9139
Topman, battery	9139
Topman	9139
Trimmer	9139
Turner, wheel	9139
Washer, board	9139
Washer, glass	9139
Washer, metal	9139
Washer, stencil	9139
Washer, tin, biscuit	9139
Washer, tray	9139
Washer	9139
Waterman	9139
Wiper	9139
Worker, ammunition	9139
Worker, asbestos	9139
Worker, cotton	9139
Worker, factory	9139
Worker, gas	9139
Worker, mill, corn	9139
Worker, mill, cotton	9139
Worker, mill, flour	9139
Worker, mill, woollen	9139
Worker, mill	9139
Worker, paper	9139
Worker, refractory	9139
Worker, shop, scrap	9139
Worker, silk	9139
Worker, textile	9139
Yardsman	9139
Assistant, mill	9139
Attendant, battery	9139
Attendant, engineer's	9139
Attendant, hopper	9139
Attendant, house, screen	9139
Attendant, tank	9139
Carrier, roller	9139
Coaler	9139
Feeder, bin	9139
Feeder, line	9139
Foreman, yard	9139
Hand, datal	9139
Hand, maintenance	9139
Humper, coal	9139
Labourer, factory	9139
Lagger, drum	9139
Lighter, fire	9139
Loader, conveyor	9139
Loader, machine	9139
Loader, paper	9139
Man, ash	9139
Man, bargain	9139
Man, battery	9139
Man, coal	9139
Man, oncost	9139
Man, utility	9139
Navvy	9139
Opener, bale	9139
Operative, maintenance	9139
Roustabout	9139
Trimmer, boiler	9139
Trimmer, coal	9139
Trimmer, house, boiler	9139
Trimmer	9139
Trimmer	9139
Trimmer	9139
Worker, battery	9139
Worker, shop, paint	9139
Attendant, exhaust	9139
Attendant, exhauster	9139
Attendant, fan	9139
Attendant, governor	9139
Attendant, house, blower	9139
Attendant, house, engine	9139
Attendant, house, exhaust	9139
Attendant, house, pump	9139
Attendant, incinerator	9139
Attendant, plant, ash	9139
Attendant, plant, cleaning, air	9139
Attendant, plant, conditioning, air	9139
Attendant, plant, drainage	9139
Attendant, plant, refrigerating	9139
Attendant, plant, washing, vehicles	9139
Attendant, refrigerator	9139
Attendant, room, battery	9139
Attendant, room, engine	9139
Attendant, station	9139
Attendant, valve	9139
Attendant, ventilation	9139
Baler	9139
Driver, exhauster	9139
Driver, fan	9139
Flyman	9139
Hand, pump	9139
Hydraulicman	9139
Man, exhauster	9139
Man, fan, store, cold	9139
Man, fan	9139
Man, governor	9139
Man, syphon	9139
Man, valve and steam	9139
Minder, pump	9139
Operator, fan	9139
Operator, hydraulic	9139
Operator, plant, drying	9139
Tankman, storage	9139
Tenter, pump	9139
Towerman	9139
Valveman	9139
Waterman	9139
Supervisor, chief, senior	9211
Forewoman	9211
Assistant, room, mail	9211
Assistant, room, post	9211
Assistant, sorting	9211
Attendant, room, mail	9211
Attendant, room, post	9211
Cadet, postal	9211
Clerk, post	9211
Clerk, postal	9211
Clerk, sorting	9211
Clerk and telegraphist, sorting	9211
Deliverer, allowance	9211
Driver, collection	9211
Driver-postman	9211
Executive, postal	9211
Inspector, assistant	9211
Inspector, postal	9211
Inspector	9211
Inspector of postmen	9211
Manager, line	9211
Officer, controlling	9211
Officer, supervising	9211
Operative, room, post	9211
Overseer	9211
PHG	9211
Porter, room, post	9211
Postman, grade, higher	9211
Postman, head	9211
Postman	9211
Postman-driver	9211
Postwoman, grade, higher	9211
Postwoman, head	9211
Postwoman	9211
Sorter, head	9211
Sorter, letter	9211
Sorter, mail	9211
Sorter, post	9211
Sorter, postal	9211
Sorter	9211
Stamper	9211
Supervisor, mail	9211
Supervisor, postal	9211
Supervisor, room, mail	9211
Supervisor, room, post	9211
Supervisor	9211
Supervisor of sorting assistants	9211
Worker, delivery, postal	9211
Worker, office, post	9211
Worker, postal	9211
Agent, delivery	9211
Assistant, facilities	9211
Attendant	9211
Boy, delivery	9211
Boy, newspaper	9211
Boy, paper	9211
Clerk, mailroom	9211
Clerk, postroom	9211
Clerk, room, mail	9211
Clerk, room, post	9211
Courier, bank	9211
Courier	9211
Deliverer, book	9211
Deliverer, newspaper	9211
Deliverer, parcel	9211
Deliverer	9211
Deliveryman	9211
Distributor, circular	9211
Distributor, leaflet	9211
Distributor, newspaper	9211
Girl, paper	9211
Girl, shop, tailor's	9211
Handler, parcel	9211
Lad, order	9211
Messenger, chief	9211
Messenger, head	9211
Messenger, Queen's	9211
Messenger	9211
Officer, outdoor	9211
Orderly	9211
Postman, works	9211
Postwoman, works	9211
Rider, dispatch	9211
Roundsman	9211
Sorter, parcel	9211
Sorter	9211
Sorter-loader	9211
Taker, copy	9211
Waiter	9211
Technician, reprographic	9219
Filler, envelope	9219
Operator, scanner	9219
Hand, progress	9219
Keeper, paper	9219
Man, progress	9219
Paperkeeper	9219
Worker, progress	9219
Assistant, general	9219
Assistant, mailing	9219
Assistant, technical	9219
Boy, office	9219
Clerk, junior	9219
Encloser	9219
Girl, office	9219
Inserter	9219
Junior, office	9219
Mailer	9219
Opener, mail	9219
Operator, photocopy	9219
Runner	9219
Runner	9219
Shredder, confidential	9219
Sorter, coupon	9219
Sorter, voucher	9219
Worker, office	9219
Assistant, reprographic	9219
Assistant, scanning	9219
Associate, scanning	9219
Copyist, photo	9219
Duplicator	9219
Filmer, micro	9219
Machinist, office	9219
Machinist, photocopying	9219
Machinist	9219
Machinist	9219
Officer, reprographics	9219
Operator, camera	9219
Operator, camera	9219
Operator, duplicator	9219
Operator, film, micro	9219
Operator, machinery, office	9219
Operator, reprographics	9219
Operator, room, print	9219
Operator, scanning	9219
Operator, xerox	9219
Photocopier	9219
Printer, copy	9219
Printer, nos	9219
Printer, photo	9219
Supervisor	9219
Handyman, office	9219
Cleaner, window	9231
Cleaner	9231
Contractor, cleaning, window	9231
Cleaner, highways	9232
Cleaner, road	9232
Cleaner, street	9232
Operative, cleansing	9232
Operative, realm, public	9232
Orderly, road	9232
Orderly, street	9232
Picker, litter	9232
Sweeper, road	9232
Sweeper, street	9232
Sweeper	9232
Attendant, market	9232
Assistant, bedroom	9233
Assistant, chalet	9233
Assistant, domestic	9233
Assistant, general	9233
Assistant, house, boarding	9233
Assistant, household	9233
Assistant, housekeeping	9233
Assistant, hygiene	9233
Assistant, matron's	9233
Assistant, room	9233
Assistant, services, hotel	9233
Attendant, cleaning	9233
Attendant, room, hotel	9233
Attendant, room	9233
Bedder	9233
Carer, domestic	9233
Chambermaid	9233
Chambermaid-housekeeper	9233
Charlady	9233
Charwoman	9233
Cleaner, bank	9233
Cleaner, bar	9233
Cleaner, berth	9233
Cleaner, canteen	9233
Cleaner, church	9233
Cleaner, closet	9233
Cleaner, domestic	9233
Cleaner, floor	9233
Cleaner, general	9233
Cleaner, hospital	9233
Cleaner, house	9233
Cleaner, kiosk, telephone	9233
Cleaner, kitchen	9233
Cleaner, library	9233
Cleaner, night	9233
Cleaner, office	9233
Cleaner, room, mess	9233
Cleaner, room, show	9233
Cleaner, school	9233
Cleaner, shop	9233
Cleaner, station	9233
Cleaner, telephone	9233
Cleaner, warehouse	9233
Cleaner, workshop	9233
Cleaner, yard	9233
Cleaner	9233
Cleaner-doorman	9233
Closer, night	9233
Contractor, cleaning	9233
Controller, hygiene	9233
Domestic	9233
Engineer, domestic	9233
Hand, general	9233
Help, daily	9233
Help, domestic	9233
Help, home	9233
Help	9233
Helper, domestic	9233
Housemaid	9233
Houseman, school	9233
Houseman	9233
Houseman	9233
Lady, cleaning	9233
Maid, chalet	9233
Maid, chamber	9233
Maid, house	9233
Maid, room	9233
Maid, ward	9233
Maid	9233
Maidservant	9233
Maker, bed	9233
Maker, bed	9233
Maker, bed	9233
Man, cabin	9233
Officer, service, ward	9233
Operative, domestic	9233
Operator, service	9233
Operator, sterilizer, telephone	9233
Orderly, domestic	9233
Parlourmaid	9233
Parlourman	9233
Polisher, floor	9233
Porter-cleaner	9233
Scout	9233
Servant, college	9233
Servant, daily	9233
Servant, domestic	9233
Servant	9233
Steriliser	9233
Steward, house	9233
Sweeper, tube	9233
Sweeper	9233
Sweeper-up	9233
Technician, cleaning	9233
Worker, domestic	9233
Worker, house	9233
Cleaner, upholstery	9234
Tabber	9234
Assistant, branch	9234
Assistant, cleaning, dry	9234
Assistant, general	9234
Assistant, launderette	9234
Assistant, laundry	9234
Assistant	9234
Attendant, house, wash	9234
Attendant, hydro	9234
Attendant, launderette	9234
Attendant, laundry	9234
Attendant, tumbler	9234
Beater, carpet	9234
Blocker	9234
Bluer	9234
Brusher	9234
Calenderer	9234
Cleaner, carpet	9234
Cleaner, clothes	9234
Cleaner, dry	9234
Cleaner, fur	9234
Cleaner, garment	9234
Cleaner, vacuum	9234
Cleaner	9234
Cleaner	9234
Dryer	9234
Dyer and cleaner	9234
Feeder	9234
Finisher	9234
Foreman, house, wash	9234
Foreman, laundry	9234
Foreman	9234
Foreman	9234
Framer	9234
Hand, calender	9234
Hand, hydro	9234
Hand, laundry	9234
Hand, leading	9234
Houseman, wash	9234
Ironer, glove	9234
Ironer	9234
Ironer	9234
Ironer	9234
Ironer	9234
Launderer	9234
Laundress	9234
Machinist, collar	9234
Machinist, laundry	9234
Machinist, shirt	9234
Machinist, washing	9234
Machinist	9234
Machinist	9234
Maid, laundry	9234
Man, laundry	9234
Matron, laundry	9234
Operative, cleaning, dry	9234
Operative, laundry	9234
Operative, restoration	9234
Operator, calender	9234
Operator, cleaner, dry	9234
Operator, hydro	9234
Operator, hydro	9234
Operator, hydro-extractor	9234
Operator, laundry	9234
Operator, presser, steam	9234
Operator, tumbler	9234
Operator, unit	9234
Preparer	9234
Presser, blouse	9234
Presser, cap	9234
Presser, clothes	9234
Presser, clothing	9234
Presser, collar	9234
Presser, garment	9234
Presser, general	9234
Presser, hand	9234
Presser, hand	9234
Presser, Hoffman	9234
Presser, knitwear	9234
Presser, lining	9234
Presser, machine	9234
Presser, seam	9234
Presser, shirt	9234
Presser, sleeve	9234
Presser, steam	9234
Presser, tailor's	9234
Presser, top	9234
Presser, trouser	9234
Presser	9234
Presser	9234
Smoother	9234
Spotter	9234
Starcher	9234
Steamer	9234
Superintendent, laundry	9234
Supervisor, laundry	9234
Taker-off	9234
Technician, cleaning, carpet	9234
Underpresser	9234
Washer	9234
Washerman	9234
Washman	9234
Winder, towel	9234
Worker, factory	9234
Worker, launderette	9234
Worker, laundry	9234
Worker, process	9234
Superintendent, cleansing	9235
Superintendent, sanitary	9235
Collector, metal, scrap	9235
Collector, salvage	9235
Collector, scrap	9235
Binman	9235
Cleanser	9235
Collector, dust	9235
Collector, refuse	9235
Collector, waste	9235
Dustman	9235
Foreman, district	9235
Foreman	9235
Foreman	9235
Inspector, cleansing	9235
Inspector	9235
Loader, refuse	9235
Man, bin	9235
Officer, disposal, refuse	9235
Officer, estate	9235
Officer, estates	9235
Operative, disposal, refuse	9235
Operative, disposal, waste	9235
Operative, landfill	9235
Operative, recycling	9235
Operative, refuse	9235
Operator, disposal, waste	9235
Operator, recycling	9235
Recycler, paper	9235
Recycler	9235
Remover, refuse	9235
Scavenger	9235
Worker, recycling	9235
Attendant, hopper	9235
Attendant, tip	9235
Foreman, salvage	9235
Foreman	9235
Foreman	9235
Hand, salvage	9235
Lifter, bin	9235
Tatter	9235
Tipman, refuse	9235
Trimmer, disposal, refuse	9235
Worker, salvage	9235
Operator, disposal, refuse	9235
Assistant, wash, car	9236
Cleaner, aircraft	9236
Cleaner, boat	9236
Cleaner, bus	9236
Cleaner, cab	9236
Cleaner, car	9236
Cleaner, carriage	9236
Cleaner, coach	9236
Cleaner, motor	9236
Cleaner, ship's	9236
Cleaner, vehicle	9236
Detailer, car	9236
Groomer, aircraft	9236
Man, service, carriage	9236
Operative, care, train	9236
Polisher, car, motor	9236
Technician, appearance, vehicle	9236
Valet	9236
Valeter, car	9236
Valeter, vehicle	9236
Valeter	9236
Washer, cab	9236
Washer, car	9236
Washer, lorry	9236
Washer, van	9236
Cleaner, chimney	9239
Cleaner, flue	9239
Sweep, chimney	9239
Sweep	9239
Sweeper, chimney	9239
Attendant, cleansing	9239
Attendant, sanitary	9239
Cleaner, drain	9239
Attendant, amenity	9239
Attendant, block, amenity	9239
Attendant, lavatory	9239
Attendant, room, ladies'	9239
Attendant, room, wash	9239
Attendant, toilet	9239
Attendant	9239
Attendant	9239
Cleaner, hygiene	9239
Cleaner, toilet	9239
Man, service, carriage	9239
Orderly, sanitary	9239
Superintendent, park	9241
Superintendent	9241
Adviser, security	9241
Agent, security	9241
Agent, trace	9241
Assistant, security	9241
Assistant	9241
Attendant, court	9241
Attendant, gate	9241
Attendant, lodge	9241
Attendant, park	9241
Attendant, security	9241
Bodyguard	9241
Checker, gate	9241
Constable, market	9241
Constable	9241
Consultant, security	9241
Controller, security	9241
Custodian	9241
Detective, hotel	9241
Detective, private	9241
Detective, store	9241
Detective	9241
Detective	9241
Foreman	9241
Gatekeeper	9241
Gateman	9241
Guard, bank	9241
Guard, body	9241
Guard, custody	9241
Guard, night	9241
Guard, security	9241
Guard, van	9241
Guard, works	9241
Guard	9241
Guard	9241
Guard	9241
Inspector, beach	9241
Inspector, park	9241
Inspector, patrol	9241
Inspector of park keepers	9241
Investigator, civil	9241
Investigator, credit	9241
Investigator, fraud	9241
Investigator, private	9241
Investigator, purchase, hire	9241
Investigator, security	9241
Investigator	9241
Keeper, door	9241
Keeper, gate	9241
Keeper, head	9241
Keeper, house, gate	9241
Keeper, lodge	9241
Keeper, park, head	9241
Keeper, park	9241
Keeper, ship	9241
Man, lodge	9241
Man, security	9241
Nightwatchman	9241
Officer, branch	9241
Officer, detention	9241
Officer, fraud	9241
Officer, investigating, fraud	9241
Officer, investigating	9241
Officer, investigation, fraud	9241
Officer, investigation	9241
Officer, monitoring, CCTV	9241
Officer, patrol, security	9241
Officer, patrol	9241
Officer, police	9241
Officer, prevention, loss	9241
Officer, protection, close	9241
Officer, security, chief	9241
Officer, security	9241
Officer	9241
Operative, security	9241
Operator, CCTV	9241
Operator, television, circuit, close	9241
Patrol	9241
Patrolman	9241
Porter, gate	9241
Porter, lodge	9241
Porter, security	9241
Security	9241
Securityman	9241
Sergeant, security	9241
Supervisor, park	9241
Supervisor, security	9241
Warden, park	9241
Warden, security	9241
Watcher, fire	9241
Watcher, night	9241
Watcher, ship	9241
Watchman	9241
Assistant, museum	9241
Custodian, civilian	9241
Warden, estate	9242
Operative, scene, street	9242
Attendant, meter, parking	9242
Clamper, wheel	9242
Warden, traffic	9242
Assistant, meter	9242
Assistant, park, car	9242
Attendant, park, car	9242
Attendant, parking	9242
Inspector, park, car	9242
Officer, park, car	9242
Steward, park, car	9242
Supervisor, park, car	9242
Supervisor	9242
Agent, enforcement, civil	9242
Ambassador, centre, city	9242
Officer, enforcement, civil	9242
Sergeant, town	9242
Warden, community	9242
Warden, neighbourhood	9242
Attendant, crossing	9244
Attendant, crossing	9244
Man, lollipop	9244
Officer, patrol, crossing, school	9244
Patrol, crossing, school	9244
Patrol, crossing	9244
Patroller, crossing	9244
Patrolman, crossing, school	9244
Patrolman, crossing	9244
Warden, crossing	9244
Warden, patrol, crossing, school	9244
Assistant, lunchtime	9244
Assistant, mealtime	9244
Assistant, playground	9244
Assistant, time, lunch	9244
Assistant, time, meal	9244
Assistant, welfare, dinner	9244
Assistant, welfare	9244
Auxiliary, lunchtime	9244
Supervisor, time, dinner	9244
Assistant, midday	9244
Assistant, supervisory, lunchtime	9244
Assistant, supervisory, midday	9244
Assistant, supervisory	9244
Assistant, supervisory	9244
Attendant, ground, play	9244
Attendant, midday	9244
Controller, dinner	9244
Controller, lunch	9244
Controller, lunchtime	9244
Help, teacher's	9244
Lady, dinner	9244
Organiser, lunchtime	9244
Superintendent, children's	9244
Supervisor, children's	9244
Supervisor, dinner	9244
Supervisor, lunchtime	9244
Supervisor, meals	9244
Supervisor, midday	9244
Supervisor, playground	9244
Supervisor, school	9244
Supervisor	9244
Warden, dinner	9244
Attendant, car	9249
Attendant, lift	9249
Jockey, car	9249
Liftman, service	9249
Liftman	9249
Operator, lift	9249
Worker, lift	9249
Agent, legal	9249
Assistant, gallery, art	9249
Attendant, mayor's	9249
Attendant, museum	9249
Attendant, services, visitor	9249
Attendant	9249
Attendant	9249
Bailiff, auctioneer's	9249
Bailiff, certificated	9249
Bailiff, court	9249
Bailiff, rent	9249
Bailiff	9249
Custodian	9249
Greeter	9249
Houseman	9249
Keeper, floor	9249
